SubjID,Run,Feedback,Counterbalance,Block,Trial,Condition,Cond_num(1=E/2=H),CorResp(1=L/2=R),Resp,RT,GradedResp,CorGrid,DecoyGrid,TrialStart/Stim1,Stim2,Stim3,Stim4,MemProbe,Feedback,TrialEnd
BU212,1,y,1,3,11,Hard,2,1,2,0.96602,0,6   4  12   2   7  11   5   3,6   4  12   2   7  11   9   3,96.1529,97.1564,98.1557,99.1549,100.1542,101.1369,101.3867
BU212,1,y,1,3,12,Hard,2,1,1,0.87065,1,8  11   9   1   3  12  10   2,8   4   9   1   3  12  10   2,104.1523,105.1522,106.1521,107.152,108.152,109.0352,109.2852
BU212,1,y,1,4,13,Easy,1,2,1,1.184,0,6  9  4  1,6  9  8  1,112.1565,113.1616,114.1682,115.1769,116.1847,117.3846,117.6418
BU212,1,y,1,4,14,Easy,1,1,1,1.4162,1,8  11   2   9,8  11   2   1,120.19,121.1892,122.1885,123.1878,124.1871,125.6194,125.8692
BU212,1,y,1,4,15,Easy,1,1,1,0.80921,1,4  5  1  9,4  2  1  9,128.1843,129.1837,130.1836,131.1835,132.1835,133.0001,133.25
BU212,1,y,1,4,16,Easy,1,2,2,0.73463,1,5  7  1  3,5  7  2  3,136.1832,137.1831,138.183,139.1829,140.1924,140.9418,141.1994
BU212,1,y,1,5,17,Hard,2,2,2,1.0901,1,2   8  10   7  12   1   3  11,2   8   4   7  12   1   3  11,157.2982,158.2982,159.2981,160.298,161.2979,162.3978,162.6478
BU212,1,y,1,5,18,Hard,2,1,1,1.0151,1,11   1  12  10   8   6   4   2,11   1  12  10   8   6   9   2,165.2976,166.3071,167.3142,168.3223,169.3307,170.3542,170.604
BU212,1,y,1,5,19,Hard,2,2,2,0.89491,1,5   7   4   6   2   3  11  10,5   7   4   6   2   9  11  10,173.3354,174.3347,175.334,176.3333,177.3326,178.2319,178.4817
BU212,1,y,1,5,20,Hard,2,1,1,1.1204,1,1   4  11   8   2   6   9   5,1   4  12   8   2   6   9   5,181.3298,182.3297,183.3296,184.3295,185.3295,186.4627,186.7127
BU212,1,y,1,6,21,Easy,1,2,2,0.57284,1,12  11   7   8,12  11   7   1,189.3292,190.3291,191.329,192.3385,193.3455,193.9288,194.1872
BU212,1,y,1,6,22,Easy,1,2,2,1.0383,1,5   9  10   8,5   9  10   6,197.3516,198.3509,199.3502,200.3495,201.3488,202.398,202.6478
BU212,1,y,1,6,23,Easy,1,2,2,1.257,1,12   5   9   4,3  5  9  4,205.3459,206.3452,207.3445,208.3444,209.3443,210.6109,210.8609
BU212,1,y,1,6,24,Easy,1,2,1,0.85841,0,9   2   3  10,9   4   3  10,213.344,214.3439,215.3439,216.3438,217.3437,218.2201,218.4769
BU212,1,y,1,7,25,Easy,1,1,1,0.75948,1,1   5  12   8,1   6  12   8,221.3512,222.36,223.3664,224.3657,225.365,226.143,226.3976
BU212,1,y,1,7,26,Easy,1,1,1,0.65356,1,11  10  12   8,11  10  12   4,229.3622,230.3614,231.3607,232.36,233.3593,234.0258,234.2758
BU212,1,y,1,7,27,Easy,1,1,1,0.65114,1,10   6   5   3,10  12   5   3,237.3589,238.3588,239.3587,240.3586,241.3586,242.0252,242.2752
BU212,1,y,1,7,28,Easy,1,1,1,0.77981,1,8  1  9  6,2  1  9  6,245.3674,246.3749,247.3826,248.3914,249.3979,250.1912,250.4471
BU212,1,y,1,8,29,Hard,2,2,2,1.0799,1,8   3   1   9   4   6  12   7,8   3   1   9   4   5  12   7,253.4077,254.411,255.4103,256.4096,257.4088,258.4914,258.7412
BU212,1,y,1,8,30,Hard,2,2,2,0.90316,1,3   7   2   5   1  10  11   8,3   7   2   5   9  10  11   8,261.4071,262.407,263.4069,264.4068,265.4068,266.3233,266.5733
BU212,1,y,1,8,31,Hard,2,2,2,1.1914,1,9   6  10   8   7   4   1  12,9  11  10   8   7   4   1  12,269.4065,270.4162,271.423,272.4315,273.4395,274.6465,274.8964
BU212,1,y,1,8,32,Hard,2,2,2,0.76442,1,3  11   8   4   6   7   9  10,3  11   8   4   2   7   9  10,277.4453,278.4446,279.4439,280.4431,281.4424,282.2251,282.4749
BU212,1,y,1,9,33,Easy,1,2,2,1.0516,1,8  11   5   7,8  11   2   7,298.5802,299.5795,300.5788,301.5781,302.5774,303.6432,303.893
BU212,1,y,1,9,34,Easy,1,1,1,0.81588,1,12   5   8  10,12   7   8  10,306.5745,307.5738,308.5731,309.5724,310.5717,311.4043,311.6541
BU212,1,y,1,9,35,Easy,1,2,2,1.2227,1,2   5  11   7,2   5  10   7,314.569,315.5681,316.5674,317.5667,318.566,319.7983,320.0481
BU212,1,y,1,9,36,Easy,1,2,2,0.9666,1,1  3  8  4,1  3  7  4,322.5631,323.5624,324.5617,325.561,326.5603,327.5428,327.7926
BU212,1,y,1,10,37,Hard,2,2,2,1.0272,1,9   1  11  12   6   7   4  10,9   1  11  12   6   5   4  10,330.5574,331.5567,332.556,333.5553,334.5546,335.5871,335.8369
BU212,1,y,1,10,38,Hard,2,1,1,1.1974,1,11   5   9  10   8  12   2   7,11   5   9  10   8   3   2   7,338.5517,339.551,340.5503,341.5496,342.5489,343.7646,344.0144
BU212,1,y,1,10,39,Hard,2,1,2,1.0381,0,7   8  11   3   1  10  12   5,7   8  11   4   1  10  12   5,346.546,347.5453,348.5446,349.5439,350.5432,351.5923,351.8422
BU212,1,y,1,10,40,Hard,2,1,2,1.171,0,10  12   1   6   2   8   4  11,10  12   1   6   2   8   4   7,354.5403,355.5396,356.5389,357.5382,358.5375,359.7199,359.9697
BU212,1,y,1,11,41,Hard,2,1,2,1.1051,0,10   4   9   2   6  11   1  12,8   4   9   2   6  11   1  12,362.5346,363.5339,364.5332,365.5325,366.5318,367.6476,367.8974
BU212,1,y,1,11,42,Hard,2,2,2,1.101,1,1   4  11   6   8   5   2   3,1   4  11   6   8  12   2   3,370.529,371.5283,372.5275,373.5268,374.5261,375.6419,375.8917
BU212,1,y,1,11,43,Hard,2,2,2,1.2224,1,6  10  12   8   1   9   2   3,6  10  12   8   1   9   5   3,378.5233,379.5225,380.5218,381.5211,382.5204,383.7528,384.0026
BU212,1,y,1,11,44,Hard,2,2,2,0.93451,1,12   9   1   8  10   4   7   2,12   9   1   8  10   4   3   2,386.5176,387.5667,388.5654,389.5647,390.564,391.5139,391.7639
BU212,1,y,1,12,45,Easy,1,1,1,0.90267,1,3  1  4  5,8  1  4  5,394.5637,395.5636,396.5635,397.5635,398.5634,399.48,399.73
BU212,1,y,1,12,46,Easy,1,1,1,0.81735,1,5  1  4  2,5   1  11   2,402.5721,403.5797,404.5873,405.5962,406.6025,407.4353,407.6851
BU212,1,y,1,12,47,Easy,1,2,2,1.0972,1,1   4  10   6,3   4  10   6,410.5997,411.599,412.5983,413.5976,414.5968,415.7121,415.9625
BU212,1,y,1,12,48,Easy,1,1,1,0.73861,1,12   1  11   8,12   6  11   8,418.5952,419.5951,420.5951,421.595,422.5949,423.3448,423.5948
