SubjID,Run,Feedback,Counterbalance,Block,Trial,Condition,Cond_num(1=E/2=H),CorResp(1=L/2=R),Resp,RT,GradedResp,CorGrid,DecoyGrid,TrialStart/Stim1,Stim2,Stim3,Stim4,MemProbe,Feedback,TrialEnd
BU213,1,y,1,9,35,Easy,1,2,2,1.1422,1,4  11   5   3,4  11   9   3,314.7817,315.7866,316.7859,317.7852,318.7845,319.9337,320.1835
BU213,1,y,1,9,36,Easy,1,1,1,1.0012,1,8  10  11   3,8   5  11   3,322.7816,323.781,324.7809,325.7808,326.7807,327.7973,328.0473
BU213,1,y,1,10,37,Hard,2,1,2,1.0162,0,7  10   8   9   6   4  12   1,7  10   8   9   6  11  12   1,330.7804,331.7803,332.7803,333.7802,334.7897,335.8223,336.08
BU213,1,y,1,10,38,Hard,2,1,2,1.1868,0,8  12   2   6   4  10   7   1,8  12   5   6   4  10   7   1,338.7965,339.8028,340.8021,341.8014,342.8006,343.9998,344.2496
BU213,1,y,1,10,39,Hard,2,2,2,0.88203,1,9   7   4   8  10   5   2   3,9   7   6   8  10   5   2   3,346.7978,347.7971,348.7963,349.7956,350.7955,351.6954,351.9454
BU213,1,y,1,10,40,Hard,2,1,1,0.9354,1,7   8   5  11  10  12   6   9,7   8   5  11  10   3   6   9,354.7952,355.7951,356.795,357.795,358.7949,359.7448,359.9948
BU213,1,y,1,11,41,Hard,2,2,2,1.0204,1,10  12   3   2   7   1   6   8,10  12   3   2   7   9   6   8,362.803,363.8112,364.8182,365.8277,366.8334,367.866,368.1158
BU213,1,y,1,11,42,Hard,2,2,1,1.2367,0,12   6   5  10   2   9   4   1,12   6   5  10   3   9   4   1,370.8306,371.8299,372.8291,373.8284,374.8277,376.0768,376.3268
BU213,1,y,1,11,43,Hard,2,2,2,1.1669,1,8   5  11  12   2   4   1   9,8   5  11  12   7   4   1   9,378.8266,379.8266,380.8265,381.8264,382.8263,384.0096,384.2595
BU213,1,y,1,11,44,Hard,2,2,2,0.96803,1,4   3   5   9  12   8  10   6,11   3   5   9  12   8  10   6,386.8358,387.8426,388.851,389.8591,390.8662,391.8488,392.0987
BU213,1,y,1,12,45,Easy,1,1,2,0.98915,0,8   2  10   1,7   2  10   1,394.8754,395.8793,396.8786,397.8779,398.8772,399.8764,400.1263
BU213,1,y,1,12,46,Easy,1,1,1,0.78856,1,9   6  12  11,9   3  12  11,402.8747,403.8747,404.8746,405.8745,406.8744,407.6744,407.9243
BU213,1,y,1,12,47,Easy,1,2,2,1.2224,1,7   8   1  10,7   3   1  10,410.8741,411.874,412.874,413.8831,414.8905,416.1237,416.3813
BU213,1,y,1,12,48,Easy,1,2,2,0.99371,1,11   1   2   4,11  10   2   4,418.8962,419.8955,420.8947,421.894,422.8933,423.8926,424.1424
