SubjID,Run,Feedback,Counterbalance,Block,Trial,Condition,Cond_num(1=E/2=H),CorResp(1=L/2=R),Resp,RT,GradedResp,CorGrid,DecoyGrid,TrialStart/Stim1,Stim2,Stim3,Stim4,MemProbe,Feedback,TrialEnd
AP212,1,y,1,9,35,Easy,1,2,2,0.53796,1,12   8   6   3,12   1   6   3,314.1433,315.1426,316.1419,317.1412,318.1405,318.6901,318.9399
AP212,1,y,1,9,36,Easy,1,1,2,0.54043,0,9  12   3   8,9  12   6   8,322.1377,323.137,324.1363,325.136,326.1359,326.6859,326.9358
AP212,1,y,1,10,37,Hard,2,2,1,0.78396,0,12   5   7  11   6  10   8   1,12   5   7  11   6   3   8   1,330.1356,331.1356,332.1355,333.1354,334.1354,334.9353,335.1853
AP212,1,y,1,10,38,Hard,2,1,1,0.72328,1,1   8   3  10   4  11   9   5,1   8   3  10   7  11   9   5,338.1431,339.1517,340.1583,341.1576,342.1569,342.8897,343.1395
AP212,1,y,1,10,39,Hard,2,2,2,0.77745,1,2   4   3   1  10   8   9   5,2  4  3  1  7  8  9  5,346.1541,347.1534,348.1527,349.152,350.1513,350.9342,351.1842
AP212,1,y,1,10,40,Hard,2,2,2,0.11514,1,5   2   7   9   3   1  12  11,5   2   7   8   3   1  12  11,354.1507,355.1506,356.1505,357.1505,358.1504,358.2837,358.5337
AP212,1,y,1,11,41,Hard,2,1,2,0.71012,0,10   9  11   5   8  12   6   4,10   9  11   5   7  12   6   4,362.1594,363.1667,364.1747,365.1833,366.1899,366.9165,367.1726
AP212,1,y,1,11,42,Hard,2,2,1,0.4891,0,8   2   7   5  10   9  11   1,8   2   7   5  10   9   3   1,370.1996,371.2031,372.2024,373.2017,374.201,374.7006,374.9504
AP212,1,y,1,11,43,Hard,2,2,2,0.48342,1,1  10  12   7   6   8   9   5,1  11  12   7   6   8   9   5,378.199,379.199,380.1989,381.1988,382.1988,382.6987,382.9487
AP212,1,y,1,11,44,Hard,2,1,2,0.41304,0,9  11   6   4  12   8   3   2,9  11   6   4  12   8   3  10,386.1985,387.1984,388.2077,389.215,390.223,390.6482,390.9058
AP212,1,y,1,12,45,Easy,1,1,1,0.50753,1,11   6   5   7,3  6  5  7,394.2313,395.2361,396.2354,397.2347,398.234,398.7503,399.0001
AP212,1,y,1,12,46,Easy,1,1,2,0.49307,0,6  12   5   3,7  12   5   3,402.2312,403.2307,404.2306,405.2305,406.2305,406.7304,406.9804
AP212,1,y,1,12,47,Easy,1,2,1,0.64215,0,2  8  5  6,11   8   5   6,410.2302,411.2301,412.2301,413.23,414.2394,414.8965,415.1554
AP212,1,y,1,12,48,Easy,1,2,2,0.44537,1,1   7   9  10,5   7   9  10,418.2463,419.2525,420.2518,421.2511,422.2504,422.7127,422.9666
