SubjID,Run,Feedback,Counterbalance,Block,Trial,Condition,Cond_num(1=E/2=H),CorResp(1=L/2=R),Resp,RT,GradedResp,CorGrid,DecoyGrid,TrialStart/Stim1,Stim2,Stim3,Stim4,MemProbe,Feedback,TrialEnd
AP212,2,y,2,7,28,Hard,2,1,1,0.85718,1,5  10   7  12   1   9   6   8,5  10   7   2   1   9   6   8,245.2736,246.2802,247.2888,248.2968,249.3041,250.1701,250.4199
AP212,2,y,2,8,29,Easy,1,1,1,0.60496,1,1   4   2  11,7   4   2  11,253.3131,254.3172,255.3165,256.3158,257.3151,257.9313,258.1811
AP212,2,y,2,8,30,Easy,1,1,2,0.72145,0,4   9  10   2,8   9  10   2,261.3125,262.3125,263.3124,264.3123,265.3123,266.0455,266.2955
AP212,2,y,2,8,31,Easy,1,2,2,0.55465,1,2  3  7  6,2   3   7  12,269.312,270.3119,271.3118,272.3212,273.3284,273.895,274.1532
AP212,2,y,2,8,32,Easy,1,2,2,0.63063,1,12   3  11   9,12   3   2   9,277.3343,278.3336,279.3329,280.3322,281.3315,281.9778,282.2308
AP212,2,y,2,9,33,Hard,2,1,1,0.67633,1,4   5   6   9   8   3  11  12,4   5   7   9   8   3  11  12,298.3361,299.3433,300.3514,301.3598,302.3666,303.0597,303.316
AP212,2,y,2,9,34,Hard,2,1,1,0.65127,1,6   7   4  12   2   5  10  11,8   7   4  12   2   5  10  11,306.3761,307.3798,308.3791,309.3784,310.3776,311.0439,311.2937
AP212,2,y,2,9,35,Hard,2,1,2,0.78818,0,12   6   8  11   4   5  10   7,12   6   2  11   4   5  10   7,314.3756,315.3755,316.3754,317.3754,318.3753,319.1752,319.4252
AP212,2,y,2,9,36,Hard,2,1,2,0.6211,0,12   3   2   1   4   6   8   5,12   3  11   1   4   6   8   5,322.375,323.375,324.3844,325.3915,326.3997,327.0326,327.2914
AP212,2,y,2,10,37,Easy,1,2,2,0.65992,1,1   8  10   3,1  8  5  3,330.4078,331.4128,332.4121,333.4114,334.4107,335.0769,335.3267
AP212,2,y,2,10,38,Easy,1,2,2,0.49232,1,6   2  10  12,6   9  10  12,338.4079,339.4072,340.4071,341.4071,342.407,342.907,343.1569
AP212,2,y,2,10,39,Easy,1,1,1,0.68813,1,4   7   3  12,4  7  3  8,346.4067,347.4067,348.4066,349.4065,350.4161,351.1156,351.373
AP212,2,y,2,10,40,Easy,1,2,2,0.58135,1,3  11   5   4,1  11   5   4,354.4228,355.4292,356.4285,357.4278,358.4271,359.0225,359.2765
AP212,2,y,2,11,41,Easy,1,1,1,0.57181,1,6  7  9  3,6  7  9  8,362.4243,363.4236,364.4229,365.4222,366.422,367.0053,367.2553
AP212,2,y,2,11,42,Easy,1,1,1,0.49403,1,9  7  5  6,9  7  2  6,370.4218,371.4217,372.4216,373.4216,374.4215,374.9321,375.1881
AP212,2,y,2,11,43,Easy,1,2,2,0.47943,1,6   9  12  11,6   9  12   3,378.4297,379.4378,380.4449,381.4543,382.4601,382.9542,383.2096
AP212,2,y,2,11,44,Easy,1,2,2,0.53035,1,7   9  12   6,3   9  12   6,386.4573,387.4566,388.4559,389.4552,390.4545,390.9875,391.2373
AP212,2,y,2,12,45,Hard,2,2,1,0.76727,0,6   5   1   4   3   2  12   9,6  5  1  4  3  2  7  9,394.4535,395.4534,396.4533,397.4532,398.4532,399.2364,399.4864
AP212,2,y,2,12,46,Hard,2,1,1,0.60193,1,2   6   7  11   5   3   9  10,2   6   7  11   5   3   4  10,402.4627,403.4695,404.478,405.486,406.4932,407.1094,407.3592
AP212,2,y,2,12,47,Hard,2,2,2,0.62786,1,1  11  12   8   3   7   5  10,9  11  12   8   3   7   5  10,410.5024,411.5063,412.5056,413.5049,414.5042,415.1371,415.3869
AP212,2,y,2,12,48,Hard,2,1,2,0.60315,0,7   4   2  11   5  12  10   3,7   4   2  11   5  12  10   6,418.5018,419.5017,420.5017,421.5016,422.5015,423.1182,423.3681
