SubjID,Run,Feedback,Counterbalance,Block,Trial,Condition,Cond_num(1=E/2=H),CorResp(1=L/2=R),Resp,RT,GradedResp,CorGrid,DecoyGrid,TrialStart/Stim1,Stim2,Stim3,Stim4,MemProbe,Feedback,TrialEnd
AV212,1,y,1,1,1,Easy,1,1,1,0.99256,1,9   5   8  12,9   3   8  12,16.0935,17.0935,18.0934,19.0933,20.0933,21.1031,21.3598
AV212,1,y,1,1,2,Easy,1,1,1,0.81628,1,6  4  5  3,6   4   5  12,24.101,25.1096,26.1162,27.1155,28.1148,28.9476,29.1974
AV212,1,y,1,1,3,Easy,1,1,1,0.41177,1,6  7  1  5,12   7   1   5,32.112,33.1113,34.1106,35.1099,36.1092,36.5255,36.7753
AV212,1,y,1,1,4,Easy,1,2,2,0.50497,1,7  2  5  6,7   2   5  12,40.1085,41.1084,42.1083,43.1083,44.1082,44.6248,44.8748
AV212,1,y,1,2,5,Hard,2,2,2,0.98581,1,8   7   4   1   5   3  11  10,8   7  12   1   5   3  11  10,48.1173,49.1245,50.1326,51.141,52.1478,53.1471,53.3969
AV212,1,y,1,2,6,Hard,2,2,2,1.1074,1,2  12   6  10   7   1   9  11,2  12   6   8   7   1   9  11,56.1573,57.1609,58.1602,59.1595,60.1588,61.2746,61.5245
AV212,1,y,1,2,7,Hard,2,2,2,1.0872,1,8   6  10   4   9   3   1   2,8   6  10   4   9   3   1   5,64.1568,65.1567,66.1566,67.1565,68.1565,69.2564,69.5063
AV212,1,y,1,2,8,Hard,2,1,1,0.77245,1,2   7   4   8  12   6   3   9,11   7   4   8  12   6   3   9,72.1562,73.1561,74.1655,75.1726,76.1808,76.9635,77.2134
AV212,1,y,1,3,9,Hard,2,2,2,1.2849,1,7  12   6   9   2  11   4  10,7  12   6   8   2  11   4  10,80.189,81.1939,82.1932,83.1925,84.1918,85.4908,85.7406
AV212,1,y,1,3,10,Hard,2,2,1,0.83709,0,11   3   1  12   6   2   4   7,11   3   1  12   6   9   4   7,88.1889,89.1883,90.1882,91.1882,92.1881,93.038,93.288
AV212,1,y,1,3,11,Hard,2,1,1,1.038,1,11   1   6   2   9   5   4   8,11   7   6   2   9   5   4   8,96.1878,97.1877,98.1877,99.1876,100.1971,101.2463,101.504
