SubjID,Run,Feedback,Counterbalance,Block,Trial,Condition,Cond_num(1=E/2=H),CorResp(1=L/2=R),Resp,RT,GradedResp,CorGrid,DecoyGrid,TrialStart/Stim1,Stim2,Stim3,Stim4,MemProbe,Feedback,TrialEnd
BB211,1,y,1,9,35,Easy,1,2,2,1.4218,1,2  1  4  5,2  1  8  5,314.6919,315.6912,316.6905,317.6898,318.6891,320.1214,320.3713
BB211,1,y,1,9,36,Easy,1,2,2,1.6308,1,9   8   2  12,11   8   2  12,322.6863,323.6856,324.6849,325.6848,326.6847,328.3323,328.5846
BB211,1,y,1,10,37,Hard,2,2,2,1.1586,1,8   9  11  12   6   1   2   7,8   9  11  12   6   1  10   7,330.6844,331.6844,332.6843,333.6842,334.6841,335.8603,336.1174
BB211,1,y,1,10,38,Hard,2,1,2,0.88805,0,6   9   7  10  12   4   5   1,6   9   7   3  12   4   5   1,338.6917,339.7005,340.7069,341.7062,342.7055,343.6049,343.8547
BB211,1,y,1,10,39,Hard,2,1,2,1.2042,0,10  11   1   7   9   6   2   4,10   8   1   7   9   6   2   4,346.7027,347.702,348.7013,349.7006,350.6999,351.9163,352.1663
BB211,1,y,1,10,40,Hard,2,2,2,1.4399,1,1   9   6   4   8  12   7  10,3   9   6   4   8  12   7  10,354.6995,355.6994,356.6993,357.6993,358.6992,360.1491,360.3991
BB211,1,y,1,11,41,Hard,2,2,2,1.7549,1,12  10   5  11   9   2   3   1,12   6   5  11   9   2   3   1,362.7081,363.7155,364.7233,365.732,366.7386,368.504,368.7538
BB211,1,y,1,11,42,Hard,2,2,2,1.4288,1,9   1   4   6  10   5   3  11,9   1   4   6  12   5   3  11,370.7357,371.735,372.7343,373.7336,374.7329,376.1652,376.4151
BB211,1,y,1,11,43,Hard,2,1,1,1.2837,1,6   5   2   3   4  12   9   8,6   5   2   3   4  12   9   1,378.7311,379.7311,380.731,381.7309,382.7309,384.0308,384.2808
BB211,1,y,1,11,44,Hard,2,1,2,1.4264,0,7   6   3  11  12   2   1   4,7   6   3   9  12   2   1   4,386.7306,387.7305,388.7397,389.7471,390.755,392.1969,392.4537
BB211,1,y,1,12,45,Easy,1,1,1,1.3765,1,6  11   1   2,6  9  1  2,394.7634,395.7681,396.7674,397.7667,398.766,400.1483,400.3981
BB211,1,y,1,12,46,Easy,1,1,1,1.1061,1,1   3  12   6,1  3  2  6,402.7632,403.7628,404.7627,405.7626,406.7626,407.8791,408.1291
BB211,1,y,1,12,47,Easy,1,1,1,1.2467,1,9  3  2  5,9  7  2  5,410.7623,411.7622,412.7622,413.7621,414.7714,416.0286,416.2869
BB211,1,y,1,12,48,Easy,1,2,2,1.8147,1,2   1   5  11,3   1   5  11,418.7784,419.7845,420.7838,421.7831,422.7824,424.6144,424.8642
