SubjID,Run,Feedback,Counterbalance,Block,Trial,Condition,Cond_num(1=E/2=H),CorResp(1=L/2=R),Resp,RT,GradedResp,CorGrid,DecoyGrid,TrialStart/Stim1,Stim2,Stim3,Stim4,MemProbe,Feedback,TrialEnd
BW212,1,y,1,1,1,Easy,1,2,-1,3,0,1  10   6   2,1  10  12   2,16.092,17.0919,18.0918,19.0917,20.0917,23.1081,23.358
BW212,1,y,1,1,2,Easy,1,2,2,1.1707,1,5   4  12  11,5   4   6  11,24.1008,25.1079,26.116,27.1244,28.1313,29.3137,29.5636
BW212,1,y,1,1,3,Easy,1,2,2,1.1049,1,12   2   8   3,12   4   8   3,32.1407,33.1443,34.1436,35.1429,36.1422,37.258,37.5079
BW212,1,y,1,1,4,Easy,1,2,2,1.1549,1,2   4  11   5,12   4  11   5,40.1401,41.14,42.1399,43.1398,44.1397,45.3063,45.5563
BW212,1,y,1,2,5,Hard,2,1,1,1.689,1,7   6   4   8   9   1   5  11,7  10   4   8   9   1   5  11,48.1394,49.1394,50.1488,51.1559,52.164,53.8628,54.1126
BW212,1,y,1,2,6,Hard,2,2,2,1.6543,1,5  12   4   7   3  10   6   1,5  12   4   7   8  10   6   1,56.1721,57.1771,58.1764,59.1757,60.175,61.8404,62.0903
BW212,1,y,1,2,7,Hard,2,1,1,0.88253,1,9  11   3   7   4   8   1  12,9  11   3   7   4   8   2  12,64.1721,65.1714,66.1713,67.1713,68.1712,69.0711,69.3211
BW212,1,y,1,2,8,Hard,2,2,2,1.6897,1,11   3   6   1   4   9  12   7,11   3   6   1   4   2  12   7,72.1709,73.1708,74.1707,75.1706,76.1802,77.8871,78.1454
BW212,1,y,1,3,9,Hard,2,1,1,1.6328,1,5   3  10   1   8   9  11   4,5   7  10   1   8   9  11   4,80.1869,81.1933,82.1925,83.1918,84.1911,85.8399,86.0897
BW212,1,y,1,3,10,Hard,2,1,1,1.0018,1,7   1   5   6   8  11   3  10,12   1   5   6   8  11   3  10,88.1882,89.1875,90.1868,91.1861,92.1859,93.2025,93.4525
BW212,1,y,1,3,11,Hard,2,1,2,2.0381,0,2   4   1  11   9  12   8   7,2   4   6  11   9  12   8   7,96.1856,97.1856,98.1855,99.1854,100.1853,102.2351,102.4851
BW212,1,y,1,3,12,Hard,2,1,1,0.866,1,12  10   6   4   1   7   5  11,12  10   6   4   1   7   8  11,104.1934,105.2016,106.2087,107.2181,108.2239,109.1066,109.3564
BW212,1,y,1,4,13,Easy,1,2,2,0.88089,1,5  8  1  2,4  8  1  2,112.2273,113.237,114.2363,115.2355,116.2348,117.134,117.384
BW212,1,y,1,4,14,Easy,1,1,1,1.1065,1,11   6  10   5,12   6  10   5,120.2337,121.2336,122.2336,123.2335,124.2334,125.35,125.6
BW212,1,y,1,4,15,Easy,1,1,1,1.1888,1,3   2  10  12,3   1  10  12,128.2429,129.2497,130.2581,131.2662,132.2733,133.4725,133.7223
BW212,1,y,1,4,16,Easy,1,1,1,0.8618,1,3  5  1  6,3  10   1   6,136.2825,137.2864,138.2857,139.285,140.2843,141.1503,141.4001
BW212,1,y,1,5,17,Hard,2,2,1,1.6889,0,8   9   1  11  12   7   4   5,8   9   1  11  12   6   4   5,157.5053,158.514,159.5205,160.5198,161.5191,163.2178,163.4676
BW212,1,y,1,5,18,Hard,2,1,1,1.4396,1,1   3  12  10   8   5   7   6,1   3  12  10   8   2   7   6,165.5162,166.5155,167.5148,168.514,169.5133,170.963,171.213
BW212,1,y,1,5,19,Hard,2,1,1,1.0856,1,5  12   4   8   1   9  11   2,5   6   4   8   1   9  11   2,173.5128,174.5128,175.5127,176.5126,177.5125,178.6124,178.8624
BW212,1,y,1,5,20,Hard,2,1,1,1.2023,1,9   2   5   1   8  11   6  12,9   2   5   1   8  11   3  12,181.5214,182.5288,183.5366,184.5453,185.5518,186.7676,187.0174
BW212,1,y,1,6,21,Easy,1,1,2,1.7829,0,1  5  4  6,11   5   4   6,189.5616,190.5649,191.5642,192.5635,193.5628,195.3615,195.6113
BW212,1,y,1,6,22,Easy,1,1,1,1.0611,1,6   7   4  11,6   7   4  12,197.5609,198.5609,199.5608,200.5607,201.5606,202.6396,202.8938
